Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,BBL Esports,"['yoru', 'sova', 'omen', 'neon', 'cypher']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,BBL Esports,"['yoru', 'sova', 'astra', 'neon', 'cypher']",2,0,2,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,BBL Esports,"['yoru', 'viper', 'omen', 'fade', 'raze']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,FNATIC,"['sova', 'astra', 'kayo', 'jett', 'vyse']",3,1,4,2026,0.75
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,FNATIC,"['yoru', 'viper', 'fade', 'brimstone', 'raze']",2,2,4,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,FNATIC,"['astra', 'jett', 'neon', 'sova', 'viper']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,FNATIC,"['sova', 'astra', 'waylay', 'kayo', 'vyse']",2,2,4,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,FNATIC,"['yoru', 'viper', 'sova', 'omen', 'killjoy']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,FNATIC,"['yoru', 'viper', 'astra', 'fade', 'raze']",3,1,4,2026,0.75
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,FUT Esports,"['astra', 'cypher', 'kayo', 'sova', 'waylay']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,FUT Esports,"['astra', 'waylay', 'omen', 'fade', 'kayo']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,FUT Esports,"['viper', 'waylay', 'omen', 'fade', 'killjoy']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,FUT Esports,"['astra', 'waylay', 'fade', 'tejo', 'chamber']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,"['astra', 'fade', 'neon', 'viper', 'waylay']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,GIANTX,"['astra', 'waylay', 'tejo', 'chamber', 'breach']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,GIANTX,"['viper', 'brimstone', 'raze', 'skye', 'sage']",0,3,3,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,GIANTX,"['viper', 'sova', 'omen', 'kayo', 'jett']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,GIANTX,"['viper', 'sova', 'omen', 'neon', 'veto']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,GIANTX,"['sova', 'astra', 'neon', 'kayo', 'killjoy']",1,1,2,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,GIANTX,"['viper', 'omen', 'raze', 'skye', 'breach']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Gentle Mates,"['yoru', 'sova', 'astra', 'waylay', 'brimstone']",2,2,4,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Gentle Mates,"['yoru', 'viper', 'astra', 'waylay', 'fade']",3,0,3,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Gentle Mates,"['yoru', 'viper', 'astra', 'waylay', 'fade']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Gentle Mates,"['yoru', 'sova', 'astra', 'neon', 'cypher']",2,0,2,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Gentle Mates,"['yoru', 'astra', 'fade', 'neon', 'cypher']",1,1,2,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Gentle Mates,"['yoru', 'viper', 'astra', 'fade', 'raze']",3,0,3,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Karmine Corp,"['sova', 'astra', 'omen', 'kayo', 'jett']",2,0,2,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Karmine Corp,"['yoru', 'sova', 'astra', 'omen', 'phoenix']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Karmine Corp,"['astra', 'waylay', 'omen', 'fade', 'tejo']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Karmine Corp,"['yoru', 'sova', 'omen', 'cypher', 'phoenix']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Karmine Corp,"['yoru', 'astra', 'fade', 'tejo', 'killjoy']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,"['viper', 'astra', 'waylay', 'skye', 'tejo']",0,3,3,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Natus Vincere,"['astra', 'omen', 'raze', 'skye', 'tejo']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,"['viper', 'brimstone', 'raze', 'skye', 'tejo']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Natus Vincere,"['yoru', 'viper', 'sova', 'astra', 'neon']",1,1,2,2026,0.5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Natus Vincere,"['yoru', 'viper', 'sova', 'omen', 'killjoy']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Natus Vincere,"['viper', 'omen', 'raze', 'skye', 'chamber']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,PCIFIC Esports,"['waylay', 'omen', 'brimstone', 'kayo', 'tejo']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,PCIFIC Esports,"['yoru', 'viper', 'astra', 'fade', 'veto']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,PCIFIC Esports,"['yoru', 'sova', 'astra', 'waylay', 'omen']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,PCIFIC Esports,"['yoru', 'astra', 'fade', 'killjoy', 'sage']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,PCIFIC Esports,"['viper', 'waylay', 'omen', 'fade', 'kayo']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Heretics,"['astra', 'cypher', 'jett', 'kayo', 'sova']",0,3,3,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,"['brimstone', 'fade', 'gekko', 'viper', 'waylay']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Heretics,"['viper', 'sova', 'neon', 'chamber', 'sage']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Heretics,"['viper', 'fade', 'brimstone', 'jett', 'tejo']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Team Heretics,"['yoru', 'sova', 'omen', 'neon', 'cypher']",4,1,5,2026,0.8
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,"['yoru', 'viper', 'omen', 'fade', 'raze']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Liquid,"['cypher', 'neon', 'omen', 'sova', 'waylay']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,"['brimstone', 'neon', 'skye', 'viper', 'waylay']",4,0,4,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Liquid,"['neon', 'omen', 'sova', 'viper', 'yoru']",4,1,5,2026,0.8
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Liquid,"['kayo', 'neon', 'omen', 'sova', 'waylay']",1,3,4,2026,0.25
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Liquid,"['yoru', 'waylay', 'fade', 'brimstone', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Team Liquid,"['astra', 'fade', 'raze', 'viper', 'yoru']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Vitality,"['yoru', 'sova', 'astra', 'waylay', 'veto']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Vitality,"['viper', 'brimstone', 'raze', 'skye', 'tejo']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Vitality,"['yoru', 'viper', 'sova', 'omen', 'jett']",3,1,4,2026,0.75
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Vitality,"['yoru', 'sova', 'astra', 'chamber', 'phoenix']",3,0,3,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Team Vitality,"['yoru', 'viper', 'sova', 'omen', 'killjoy']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Vitality,"['yoru', 'astra', 'fade', 'tejo', 'sage']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,ULF Esports,"['sova', 'astra', 'waylay', 'jett', 'breach']",1,0,1,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,ULF Esports,"['viper', 'waylay', 'brimstone', 'skye', 'chamber']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,ULF Esports,"['astra', 'jett', 'neon', 'sova', 'viper']",0,2,2,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,ULF Esports,"['astra', 'omen', 'fade', 'neon', 'breach']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,ULF Esports,"['viper', 'sova', 'omen', 'neon', 'killjoy']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,ULF Esports,"['sova', 'astra', 'neon', 'kayo', 'chamber']",0,1,1,2026,0.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,ULF Esports,"['viper', 'waylay', 'omen', 'fade', 'breach']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,BBL Esports,"['omen', 'cypher', 'sova', 'jett', 'deadlock']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,BBL Esports,"['jett', 'neon', 'omen', 'sova', 'viper']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,"['neon', 'cypher', 'jett', 'brimstone', 'tejo']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,BBL Esports,"['omen', 'cypher', 'sova', 'jett', 'breach']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,BBL Esports,"['neon', 'omen', 'fade', 'raze', 'vyse']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,"['neon', 'cypher', 'sova', 'astra', 'waylay']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,BBL Esports,"['neon', 'omen', 'raze', 'skye', 'viper']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,Eternal Fire,"['astra', 'cypher', 'jett', 'phoenix', 'sova']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Eternal Fire,"['brimstone', 'neon', 'skye', 'viper', 'waylay']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Eternal Fire,"['astra', 'neon', 'skye', 'tejo', 'viper']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,"['astra', 'cypher', 'neon', 'skye', 'tejo']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,"['cypher', 'fade', 'neon', 'omen', 'raze']",5,1,6,2026,0.8333333333333334
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,"['neon', 'fade', 'cypher', 'astra', 'phoenix']",3,0,3,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Eternal Fire,"['fade', 'neon', 'omen', 'raze', 'viper']",2,2,4,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,FNATIC,"['omen', 'sova', 'jett', 'vyse', 'kayo']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,FNATIC,"['neon', 'viper', 'skye', 'brimstone', 'waylay']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,FNATIC,"['harbor', 'kayo', 'neon', 'sova', 'viper']",3,1,4,2026,0.75
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,"['neon', 'fade', 'cypher', 'phoenix', 'brimstone']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,FNATIC,"['neon', 'omen', 'cypher', 'sova', 'phoenix']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,"['fade', 'killjoy', 'neon', 'omen', 'viper']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,FNATIC,"['neon', 'viper', 'raze', 'astra', 'skye']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,FUT Esports,"['neon', 'omen', 'cypher', 'sova', 'phoenix']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,FUT Esports,"['brimstone', 'neon', 'raze', 'skye', 'viper']",3,0,3,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,FUT Esports,"['neon', 'omen', 'viper', 'sova', 'jett']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,"['neon', 'cypher', 'raze', 'brimstone', 'breach']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,FUT Esports,"['cypher', 'neon', 'omen', 'sova', 'waylay']",3,1,4,2026,0.75
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,"['fade', 'neon', 'omen', 'viper', 'waylay']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,"['astra', 'cypher', 'fade', 'neon', 'phoenix']",0,3,3,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,FUT Esports,"['neon', 'omen', 'viper', 'raze', 'skye']",2,2,4,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,GIANTX,"['neon', 'viper', 'skye', 'brimstone', 'tejo']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,GIANTX,"['neon', 'omen', 'viper', 'sova', 'skye']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,GIANTX,"['neon', 'omen', 'cypher', 'sova', 'phoenix']",3,1,4,2026,0.75
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,GIANTX,"['neon', 'omen', 'fade', 'viper', 'chamber']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,"['fade', 'cypher', 'astra', 'waylay', 'tejo']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,GIANTX,"['neon', 'viper', 'astra', 'skye', 'waylay']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,Gentle Mates,"['omen', 'cypher', 'sova', 'phoenix', 'jett']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Gentle Mates,"['neon', 'viper', 'skye', 'brimstone', 'waylay']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,"['breach', 'brimstone', 'fade', 'neon', 'veto']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,Gentle Mates,"['cypher', 'fade', 'neon', 'omen', 'phoenix']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,"['fade', 'neon', 'omen', 'raze', 'viper']",1,3,4,2026,0.25
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,"['neon', 'fade', 'cypher', 'astra', 'phoenix']",3,0,3,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Gentle Mates,"['astra', 'fade', 'jett', 'raze', 'viper']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Karmine Corp,"['viper', 'raze', 'skye', 'brimstone', 'gekko']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Karmine Corp,"['omen', 'sova', 'astra', 'skye', 'jett']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,"['fade', 'astra', 'vyse', 'waylay', 'kayo']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,Karmine Corp,"['cypher', 'fade', 'neon', 'omen', 'phoenix']",3,1,4,2026,0.75
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Karmine Corp,"['cypher', 'fade', 'neon', 'omen', 'phoenix']",0,3,3,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,"['astra', 'fade', 'jett', 'tejo', 'veto']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Natus Vincere,"['brimstone', 'chamber', 'neon', 'skye', 'viper']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Natus Vincere,"['neon', 'viper', 'cypher', 'sova', 'phoenix']",1,0,1,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,"['neon', 'omen', 'fade', 'viper', 'chamber']",1,0,1,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Natus Vincere,"['chamber', 'fade', 'neon', 'omen', 'viper']",2,2,4,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,"['astra', 'chamber', 'neon', 'sova', 'tejo']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Natus Vincere,"['fade', 'neon', 'omen', 'raze', 'viper']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,PCIFIC Esports,"['omen', 'viper', 'sova', 'jett', 'kayo']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,"['neon', 'astra', 'skye', 'tejo', 'veto']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,PCIFIC Esports,"['chamber', 'neon', 'omen', 'sova', 'viper']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,PCIFIC Esports,"['deadlock', 'fade', 'neon', 'omen', 'sage']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,"['neon', 'fade', 'raze', 'astra', 'veto']",1,0,1,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,PCIFIC Esports,"['astra', 'fade', 'neon', 'raze', 'viper']",1,4,5,2026,0.2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Heretics,"['neon', 'omen', 'cypher', 'sova', 'jett']",4,0,4,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Team Heretics,"['neon', 'viper', 'astra', 'skye', 'chamber']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Team Heretics,"['neon', 'viper', 'sova', 'chamber', 'sage']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,"['neon', 'fade', 'cypher', 'raze', 'brimstone']",4,1,5,2026,0.8
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,Team Heretics,"['cypher', 'jett', 'neon', 'omen', 'sova']",1,2,3,2026,0.3333333333333333
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,"['fade', 'neon', 'omen', 'raze', 'vyse']",6,3,9,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,"['astra', 'chamber', 'jett', 'neon', 'skye']",1,3,4,2026,0.25
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Team Heretics,"['neon', 'fade', 'raze', 'astra', 'vyse']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Liquid,"['neon', 'omen', 'cypher', 'sova', 'phoenix']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Team Liquid,"['neon', 'viper', 'phoenix', 'skye', 'brimstone']",2,0,2,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Team Liquid,"['neon', 'omen', 'viper', 'sova', 'kayo']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,"['neon', 'raze', 'brimstone', 'killjoy', 'breach']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,Team Liquid,"['neon', 'omen', 'phoenix', 'skye', 'killjoy']",1,1,2,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,"['neon', 'omen', 'fade', 'cypher', 'raze']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,"['neon', 'fade', 'astra', 'phoenix', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Team Liquid,"['astra', 'neon', 'raze', 'skye', 'viper']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Vitality,"['neon', 'omen', 'sova', 'phoenix', 'vyse']",0,2,2,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Bind,Team Vitality,"['neon', 'fade', 'viper', 'phoenix', 'brimstone']",0,1,1,2026,0.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Breeze,Team Vitality,"['viper', 'sova', 'jett', 'kayo', 'harbor']",2,2,4,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Haven,Team Vitality,"['killjoy', 'neon', 'omen', 'sova', 'viper']",3,2,5,2026,0.6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,"['fade', 'neon', 'omen', 'viper', 'vyse']",2,2,4,2026,0.5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,"['neon', 'sova', 'astra', 'chamber', 'kayo']",4,0,4,2026,1.0
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Split,Team Vitality,"['neon', 'omen', 'fade', 'viper', 'raze']",2,2,4,2026,0.5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Abyss,DetonatioN FocusMe,"['yoru', 'sova', 'astra', 'waylay', 'veto']",1,0,1,2026,1.0
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Bind,DetonatioN FocusMe,"['yoru', 'viper', 'fade', 'raze', 'brimstone']",1,0,1,2026,1.0
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,"['yoru', 'viper', 'sova', 'astra', 'jett']",0,1,1,2026,0.0
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,"['yoru', 'omen', 'fade', 'chamber', 'phoenix']",0,1,1,2026,0.0
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,"['yoru', 'fade', 'astra', 'chamber', 'phoenix']",1,2,3,2026,0.3333333333333333
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Pearl,DetonatioN FocusMe,"['yoru', 'sova', 'astra', 'neon', 'killjoy']",2,2,4,2026,0.5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,"['yoru', 'viper', 'omen', 'fade', 'raze']",3,2,5,2026,0.6
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Abyss,FULL SENSE,"['yoru', 'omen', 'sova', 'waylay', 'cypher']",0,1,1,2026,0.0
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Bind,FULL SENSE,"['yoru', 'viper', 'fade', 'raze', 'brimstone']",0,1,1,2026,0.0
